CustAge,Months,CredLim
47,35,6623
49,36,8136
42,36,19156
55,36,7982
45,38,3120
60,50,4606
48,35,2005
50,31,9949
41,36,2892
51,40,7093
47,36,1896
47,40,3569
41,29,4663
55,44,2553
38,31,5362
41,36,2873
40,36,7840
43,35,2209
36,17,1971
48,40,1438.3
41,33,6230
47,29,2636
44,36,22243
50,36,2855
46,35,7578
47,40,8440
53,40,4186
44,34,22074
46,29,17667
39,28,26548
51,40,3532
45,35,8795
49,42,2162
47,37,34516
53,41,34516
44,39,34516
41,29,3491
52,41,6060
48,41,7860
48,32,25190
50,44,13911
51,36,2281
43,35,5652
44,36,1606
45,41,2777
40,36,2223
48,29,2916
45,40,16476
44,30,9598
42,30,18570
54,36,13626
29,21,2298
40,36,9191
58,50,1438.3
50,37,4181
48,35,2592
51,40,7540
43,31,1477
58,48,2628
46,41,8916
52,42,1481
44,39,1555
45,39,8580
48,43,21163
39,36,2936
56,51,1438.3
54,45,30540
47,38,7357
44,36,11879
52,40,21877
42,35,7255
55,36,6394
49,36,34516
38,25,5597
42,33,32535
38,26,4391
46,41,8738
42,32,1592
65,52,3675
48,39,24593
55,41,7613
45,31,26107
53,36,4287
57,44,9843
50,32,10733
41,30,3460
46,36,1996
49,38,5536
31,26,1469
54,45,5597
51,36,8960
52,42,5693
43,31,4098
44,35,18358
44,33,2337
51,31,8989
51,43,2124
55,48,3968
42,37,2793
53,33,13513
43,33,16351
51,43,9619
56,44,19030
44,36,2107
55,42,2517
41,36,3179
48,36,3968
45,35,5065
65,56,10885
46,26,1438.3
52,46,10817
65,56,13666
49,37,2149
50,40,7191
52,45,2155
42,34,5395
50,44,3222
27,17,2042
37,36,1610
42,31,3809
43,24,5544
37,28,2388
49,42,2473
42,32,13103
48,42,2465
52,33,6081
45,30,21815
49,37,34516
38,19,3458
50,39,8264
65,50,1697
50,36,3069
46,38,10309
43,36,4983
42,24,3103
45,36,1663
55,36,2695
50,41,18178
50,42,14782
54,41,2488
45,36,1785
45,31,4701
39,28,1438.3
45,27,2826
52,45,4597
33,21,2591
40,36,2494
61,36,5039
48,39,7897
50,38,4772
35,24,3436
50,37,12064
53,46,9065
49,36,34516
45,35,10290
52,44,3433
40,30,34516
45,36,3240
50,39,1438.3
51,39,6462
60,36,4408
50,36,1438.3
46,36,1438.3
50,39,1773
52,46,4555
54,36,30666
53,42,1575
53,38,1891
40,24,16634
50,43,7985
45,32,3304
40,20,6247
36,25,3645
62,36,21329
35,36,7234
47,35,2262
40,27,1438.3
45,36,4187
48,32,16362
59,53,34516
44,28,2748
38,32,5242
43,35,21585
31,36,2488
50,39,9966
45,37,27804
45,37,15626
47,37,18800
49,36,1963
43,30,4579
43,31,25824
48,40,3429
59,49,15809
47,32,2493
48,37,6593
53,40,1625
53,36,2121
40,34,4757
42,18,8668
50,43,21869
45,34,2480
49,40,8190
55,45,1850
46,36,2483
40,30,2925
49,29,7066
48,40,2514
50,46,3640
50,36,5527
45,36,31625
57,52,32409
44,30,9827
50,38,2623
42,37,2993
37,36,12944
54,34,6401
43,36,5506
52,44,34516
46,41,17673
43,34,2656
46,37,6118
45,31,17437
50,37,1461
55,43,1965
51,45,30899
48,36,8876
44,38,2440
50,45,1652
46,37,15535
52,46,13354
49,36,26723
55,49,3949
49,39,5937
40,24,18806
45,35,3512
44,36,1975
41,33,2888
47,36,2263
38,36,26792
52,36,9375
48,35,2806
41,28,1478
53,36,6836
47,28,8757
40,29,10529
61,49,2122
45,38,2883
56,37,2339
57,47,5225
48,41,2582
60,55,11524
49,36,13039
50,41,2509
65,56,1456
57,44,5612
51,35,3025
40,29,4205
55,42,3515
52,44,26174
44,25,1602
49,36,29939
49,41,2115
42,30,5298
56,49,2433
60,49,1443
50,37,9758
42,34,4562
65,46,1438.3
41,36,4210
57,51,1438.3
48,39,24931
47,33,8854
62,56,2230
46,38,28327
56,36,2500
41,33,9246
43,28,11155
43,30,11926
54,44,5501
45,40,2110
49,34,12994
52,45,29551
46,36,5054
45,28,3136
43,35,6109
49,36,3989
33,13,3315
52,45,34516
40,28,1794
51,36,5993
44,31,8320
62,36,1930
45,32,2329
55,36,1438.3
55,45,18128
48,35,10642
38,26,2230
52,42,6946
50,39,9716
58,36,4377
42,34,2516
52,46,34516
55,43,1844
48,39,13233
41,31,34516
48,36,1593
50,41,8589
53,47,1714
46,36,1438.3
50,36,2433
47,40,21148
65,50,7487
47,42,5798
52,40,34516
52,37,7608
44,31,2184
35,26,2189
50,44,3495
52,47,8018
41,22,20543
62,50,18819
49,36,17811
43,36,14418
44,38,3936
43,33,5738
54,36,34516
55,40,1513
49,41,18075
45,36,5989
56,42,2490
49,44,2659
53,44,34516
49,40,13490
46,33,1664
49,37,7753
36,31,2909
57,36,34516
52,45,3476
52,36,16026
45,40,2705
54,43,2884
49,37,24299
43,34,20755
50,45,21096
46,37,6457
45,40,1603
43,37,9051
50,42,10057
33,27,2043
65,56,2802
56,45,1960
40,36,2348
40,25,2978
49,29,2017
29,36,13613
45,33,5553
51,41,6346
45,38,34516
40,27,1438.3
37,24,15133
42,36,2502
45,36,2589
47,36,2049
47,35,3560
49,36,1438.3
43,36,25937
43,38,2387
48,36,2912
53,38,7062
56,51,12186
64,52,3570
38,32,3072
51,41,31501
42,36,5928
44,36,8482
50,36,23911
62,56,1438.3
49,42,3261
41,30,2317
43,34,33913
43,30,34516
45,36,1637
48,39,5448
64,56,5152
46,26,15195
53,41,2799
38,29,1438.3
51,32,1817
47,33,3443
51,36,4281
56,36,2029
33,15,1438.3
52,44,28186
46,41,34516
46,36,3818
40,28,11494
49,32,28142
40,36,2316
43,33,10533
48,41,14322
50,38,34516
48,36,6798
46,39,1438.3
46,37,2445
51,36,2585
52,42,1438.3
46,38,1781
42,36,1606
42,28,2205
49,39,2270
44,37,2568
55,49,3292
54,43,10797
46,36,30501
45,34,5371
37,28,13441
52,36,9137
45,40,5848
47,41,10614
42,32,4035
59,48,4205
46,36,2586
41,28,7234
57,51,34516
35,24,21114
53,48,2522
37,24,11309
43,31,13883
43,31,13448
55,46,25991
52,36,2537
46,36,1438.3
40,36,13019
53,48,3339
49,37,28390
44,33,23665
46,36,1438.3
43,36,2459
28,36,1624
49,40,8900
48,41,5239
42,36,9351
43,38,2655
51,45,3173
48,35,6243
37,36,6730
40,29,2490
51,36,1746
44,36,4141
58,46,11684
47,36,2363
48,43,34516
46,40,28829
33,28,1438.3
47,34,2730
55,36,1994
48,42,9727
41,36,33771
39,33,10452
45,32,2858
46,36,4707
49,44,3537
46,38,8258
46,35,3072
48,38,8892
52,36,3841
37,28,1920
42,31,7802
48,35,1705
52,43,1822
45,32,9294
40,27,12248
39,34,10264
42,36,15069
41,37,4650
53,48,3685
49,33,7231
44,32,10007
52,39,2641
29,20,3095
48,37,3607
36,23,1954
45,27,21317
41,37,19402
45,36,8063
40,32,3097
48,44,1438.3
43,39,3161
38,30,2435
59,40,1845
49,41,1603
39,30,4710
50,41,2751
38,28,1438.3
52,45,24287
42,18,1694
50,36,1457
33,27,25045
52,45,10859
45,33,16928
37,30,4297
42,30,8302
43,39,2734
40,31,27374
43,38,2960
54,41,9110
42,35,1539
39,36,1947
45,36,2667
54,45,3062
47,36,3114
54,48,14948
49,37,1749
44,36,2534
46,36,2503
38,31,1854
43,35,4092
62,54,13284
59,53,4830
45,25,5911
53,44,11012
43,24,19188
44,31,18056
50,37,1438.3
31,13,3201
50,36,1479
38,30,3144
58,45,1854
49,43,1960
37,36,9782
47,39,3144
47,42,4738
46,36,34516
35,29,1438.3
43,37,34516
32,23,2156
63,44,1938
61,52,1438.3
54,44,3781
48,37,34516
49,44,1438.3
49,36,3261
35,23,2211
39,28,1493
48,36,20631
53,33,2255
51,42,1507
65,53,11097
49,40,8162
44,36,18721
62,51,5210
43,36,1736
51,34,1864
43,37,6611
34,13,7942
49,36,13382
63,55,18550
39,36,2650
37,36,1696
40,33,2628
46,39,1457
46,28,34516
40,32,3056
52,44,2650
58,38,3331
49,38,3343
51,46,4123
55,36,2677
57,45,3023
56,47,2238
59,51,3875
42,26,20803
48,42,2760
45,36,9086
47,36,21142
62,36,3653
44,36,1713
55,46,34516
43,33,6548
35,27,1953
49,38,3051
44,25,25256
48,36,1630
42,30,34516
43,37,10800
39,26,1876
42,36,4963
44,37,16739
56,45,2463
46,38,34516
50,37,4743
43,33,9382
45,30,2059
58,52,20410
39,31,6798
44,32,6472
45,29,2766
55,46,1438.3
49,35,3283
46,37,2470
43,37,20695
42,36,4228
45,28,31743
48,29,3212
47,42,5884
44,33,1724
59,36,2468
49,36,1438.3
47,42,3111
58,46,2799
48,36,1912
46,41,18927
51,46,2016
51,43,4830
56,36,1438.3
50,36,1986
47,41,2877
53,45,2312
46,39,2644
39,35,2062
50,35,3510
55,36,15026
50,37,27186
45,36,2174
42,36,29535
50,43,2974
50,36,1438.3
51,39,8148
48,31,2646
37,24,2054
43,36,34516
37,23,1879
45,34,15913
44,36,8685
60,52,2676
58,36,1438.3
42,28,1711
61,48,2572
56,43,4535
44,36,5950
39,33,2088
43,32,10466
39,23,4761
50,45,1488
44,27,19114
30,24,7536
47,37,2441
47,42,13189
49,35,1914
42,31,2468
57,44,2564
43,24,1679
44,37,3410
45,38,2728
51,43,7119
57,36,3532
60,50,7459
64,56,2294
37,18,1663
49,42,5129
53,37,1722
46,40,2586
50,46,8708
56,50,8869
45,34,2641
43,36,34516
52,48,34516
47,36,1965
50,36,1513
42,36,10543
49,42,17764
50,43,1438.3
49,36,6371
43,36,19188
60,47,3076
49,42,2822
42,37,4139
42,26,34516
43,23,4121
42,36,10074
43,36,2621
47,29,3394
56,45,17628
56,48,4480
43,39,3370
38,33,12871
47,34,3112
57,49,1551
44,37,1682
42,36,2758
49,39,1909
48,44,11332
44,31,7567
42,36,6743
48,36,32838
42,30,1438.3
43,38,2510
50,43,3199
35,26,1918
47,39,18660
41,33,7591
43,37,14315
64,36,18038
42,34,1853
49,43,4951
46,27,34516
51,32,1757
47,38,24033
38,29,3276
52,40,3614
47,36,1943
40,25,3795
43,30,4075
48,41,3001
47,37,5726
54,44,2077
41,30,2157
40,20,2037
33,23,14914
47,39,1580
46,38,15483
44,36,1916
51,36,3610
48,36,1667
51,47,1438.3
48,42,1942
48,44,2231
50,36,6465
35,19,8599
35,22,1438.3
51,37,4402
50,36,5444
50,36,1438.3
54,40,1438.3
45,36,2679
31,19,2766
42,22,25293
45,37,2707
45,33,1748
45,26,4034
53,47,26129
51,41,14902
38,31,12228
55,42,1724
47,39,1438.3
38,25,16665
52,48,20974
43,26,3139
54,36,19865
42,36,2069
35,25,2231
62,51,33371
48,36,2544
41,28,34516
49,36,5370
54,42,22437
53,43,3573
51,41,1959
59,48,1661
39,27,5363
65,54,3009
47,32,18535
42,24,2171
45,39,34516
57,42,2376
51,43,2882
50,37,3277
47,36,2514
57,49,3301
48,34,12391
47,37,2168
42,31,7762
45,33,12587
52,36,14785
37,21,3433
60,41,2425
63,51,11619
62,50,3989
47,37,2173
50,43,2393
39,29,1677
40,27,2035
39,30,8842
42,23,2483
65,49,13921
32,36,2761
47,40,2623
49,43,3232
48,42,19075
45,31,31978
62,53,34516
45,33,6225
49,31,2672
41,33,10360
50,38,10747
46,33,3135
42,22,1438.3
41,32,3189
65,55,8963
55,48,1723
36,23,2161
46,27,3901
58,48,1438.3
42,38,3131
38,36,2331
29,18,1895
46,40,26496
55,49,1583
57,36,1438.3
45,36,2072
47,37,2707
43,31,13608
52,36,10273
64,56,2609
52,39,8431
61,51,5852
40,35,3140
50,35,12914
45,34,8694
36,24,1735
51,46,2286
43,36,3589
51,39,2673
47,36,9437
39,28,2751
40,28,11557
38,27,14831
51,36,1495
44,34,2791
38,29,9703
47,39,3889
32,26,14140
53,47,9106
40,34,2694
45,36,19629
41,36,6507
53,49,10195
44,34,2096
39,36,11314
50,37,1837
39,23,7821
44,36,1984
56,36,2535
63,36,1970
50,38,34516
40,29,2694
48,40,4476
53,47,1699
44,36,1953
56,45,5264
40,36,3698
41,35,34516
40,28,2712
45,36,5486
40,32,2107
52,45,18096
59,45,2721
49,36,2976
47,40,16741
42,36,3714
41,28,6936
43,37,11099
40,20,15987
45,35,4406
43,23,34516
48,40,5104
46,30,7195
41,36,1956
38,32,3317
45,30,2759
44,36,6038
35,36,2942
49,39,5095
47,35,1438.3
48,36,10111
50,44,3201
44,36,2761
37,36,5987
47,41,5630
35,36,6622
51,36,18733
36,18,2265
33,19,2907
32,36,8791
59,52,2302
51,44,5489
50,32,2055
39,36,2147
49,45,1757
43,25,2900
41,29,2670
51,38,21382
54,46,2254
40,31,4433
55,36,1438.3
49,29,2520
41,31,5655
48,31,1438.3
44,34,2786
51,36,3961
43,32,2476
52,44,11606
45,36,8459
48,29,9554
50,43,4388
43,28,19826
34,27,2173
48,36,2545
49,38,1757
54,37,3164
44,40,6022
46,36,1804
53,42,22664
39,36,2527
49,40,3547
52,43,1438.3
51,38,6182
40,34,29715
49,36,2154
46,36,2179
59,48,4906
38,26,2346
45,36,4753
44,36,1880
64,56,12155
49,36,2721
51,44,6160
41,24,2069
41,29,28422
39,27,1438.3
41,23,1438.3
65,48,1671
44,37,1491
43,29,11422
54,43,5139
61,56,4783
47,36,2589
38,25,8138
51,37,4502
44,38,33521
48,37,4361
53,44,7026
50,36,16388
30,36,2905
41,31,2404
55,36,1477
43,30,3556
48,38,5649
41,29,14345
47,36,6524
55,46,2281
47,38,2633
51,31,7693
44,31,10262
49,39,11320
53,35,2482
47,36,3035
51,40,26308
53,34,6721
49,41,6205
35,36,2624
40,29,1479
44,30,4489
53,36,5842
42,30,8777
51,45,3250
46,34,15060
40,36,2126
47,35,4907
51,44,3553
41,28,2515
41,28,4428
43,25,1616
64,56,6723
42,29,2756
50,40,2897
52,42,5456
46,34,3569
39,29,34198
44,31,34516
57,44,2817
53,43,2126
43,36,2573
45,31,2016
48,36,4006
41,36,5869
47,41,4586
50,41,1438.3
46,35,1790
51,36,5862
43,36,7411
47,36,5667
47,41,15594
47,39,11410
47,36,1584
44,29,13298
51,36,2114
44,33,2540
41,30,1762
47,36,2245
47,36,8168
41,36,2238
54,41,3881
44,36,20485
44,39,9856
44,38,2111
43,30,2905
49,44,32244
47,33,5624
44,36,1656
42,30,3032
42,36,15699
40,28,6608
47,43,5062
44,30,1547
60,49,11060
41,26,1438.3
46,33,3670
42,38,1538
54,49,1438.3
45,36,2330
49,40,3170
42,26,2120
53,34,20231
48,24,1438.3
45,38,5583
41,30,7764
51,45,25670
45,29,3841
52,39,2001
44,37,8512
47,30,5869
44,36,5791
50,37,34516
49,43,2191
37,32,2865
43,31,6467
37,17,1468
58,50,5386
46,28,1438.3
59,46,5402
49,36,3855
42,36,2983
54,43,1438.3
31,36,4871
40,29,2636
32,24,1553
45,37,3304
49,38,34516
53,47,3378
34,27,2313
49,39,2434
60,50,1438.3
40,36,14544
59,54,24621
44,33,2337
49,39,2720
44,37,1965
47,39,33122
52,40,1438.3
47,41,2709
57,51,2404
41,36,4499
33,25,4734
55,36,4697
50,35,34516
47,36,2572
56,43,3110
41,36,1734
46,36,3562
43,36,1536
39,32,19198
42,37,4540
45,26,1438.3
54,45,1990
59,36,3422
45,36,2192
43,33,5152
41,31,2515
49,44,2094
48,36,1906
42,22,5096
39,28,2222
42,36,3015
48,36,3786
39,34,12078
48,38,6448
47,35,5398
59,51,1438.3
33,15,1438.3
48,36,2620
49,35,13435
43,29,3186
42,27,1950
63,54,7098
42,37,2250
45,36,34516
58,47,2495
39,32,3086
53,49,1520
38,30,4043
65,54,4599
38,26,1438.3
55,36,7869
60,48,5362
60,53,16541
45,38,7486
42,36,1438.3
51,32,8365
56,43,2846
49,42,7789
44,32,1438.3
48,37,2220
48,43,6626
46,36,5547
37,36,1734
41,31,2934
44,33,14527
48,37,2646
47,38,8185
46,37,6340
62,51,5711
46,34,2258
43,25,2086
44,34,3256
50,35,14854
49,41,7184
48,37,6541
62,52,9065
54,50,3682
56,51,1438.3
46,36,2286
57,38,12663
48,35,1438.3
39,33,1438.3
45,34,5056
53,40,1438.3
26,17,30928
40,21,1804
43,24,1669
33,15,9725
45,35,21696
49,39,2992
38,26,1934
43,31,34516
42,36,1734
42,32,1438.3
39,36,1438.3
48,44,9673
56,38,3609
39,36,1438.3
39,26,6423
48,31,14899
52,41,3224
44,34,4135
44,33,4969
41,37,8376
44,31,3454
42,36,25944
49,29,1438.3
38,22,1556
57,49,8701
33,18,5600
45,32,2900
61,50,4906
41,36,2687
40,28,4464
51,45,1438.3
34,16,2221
42,36,2966
38,31,1593
41,31,2450
53,42,1529
45,36,6274
43,33,1438.3
41,27,2134
50,33,17158
51,36,3359
47,41,11997
41,32,3302
55,47,2687
53,43,1438.3
46,39,1801
53,46,4573
48,40,2860
46,36,13387
46,36,2283
47,36,2033
49,33,2506
47,36,1438.3
42,36,2447
54,41,1438.3
41,35,10873
39,28,7596
54,44,2921
42,30,10136
52,36,2187
60,48,3302
40,29,30997
48,38,2578
51,32,1438.3
48,37,3034
46,40,1438.3
50,36,2611
54,43,2222
37,30,3328
43,36,2440
54,48,9723
60,55,2346
51,36,26142
39,36,12405
47,36,17655
51,33,4941
30,19,1644
34,24,3095
60,36,3828
49,36,2182
51,42,13906
50,36,10588
32,16,2973
50,36,4045
40,36,2165
34,29,5845
50,37,15341
45,26,3035
45,25,1986
45,37,4602
43,36,2689
65,54,9383
47,37,1438.3
42,23,1443
51,39,2847
44,37,15638
43,36,10700
44,36,1438.3
50,41,1694
53,36,7939
42,35,2555
55,36,2850
59,51,8973
58,53,6960
60,41,4167
49,36,5099
42,36,2782
44,27,1480
56,45,5070
52,41,2757
54,43,5774
55,44,6054
57,43,19090
43,31,2069
47,37,2447
56,47,3022
44,36,4473
54,43,5267
37,29,7199
49,38,1438.3
51,43,3245
47,40,3888
45,40,14728
38,31,1438.3
48,43,11272
49,36,2705
41,27,12270
54,43,3006
39,36,7901
38,29,5983
64,53,7362
55,36,3046
50,40,34516
55,39,12972
44,37,17785
55,49,3029
58,36,9097
51,44,1438.3
58,46,2375
47,36,8109
53,43,2618
42,30,3549
45,36,2718
60,51,2230
42,36,3802
55,43,2736
51,37,2258
51,39,1438.3
65,36,2954
50,31,11882
49,36,1438.3
38,25,1438.3
54,36,2778
54,42,2474
54,43,5632
49,38,11025
43,38,2642
43,28,30357
57,47,2201
46,42,2002
43,36,8777
53,36,2575
43,24,5182
49,42,3783
51,40,34516
46,41,1515
56,47,2865
46,34,2711
54,47,2341
51,45,13287
33,20,1438.3
41,33,1639
55,49,5668
55,41,24542
41,29,1959
50,37,1838
36,36,3111
39,27,3927
38,26,4345
46,39,3003
40,36,1438.3
58,46,2541
43,36,2422
56,43,1440
58,47,26108
29,36,2516
48,35,3646
61,55,2214
51,43,11862
44,36,8729
35,29,2423
48,36,4073
26,36,9916
39,29,1438.3
38,36,6452
51,45,1952
37,36,1438.3
53,49,4500
53,41,2252
39,36,2370
56,44,2610
52,41,2294
51,36,5062
43,30,2415
51,45,2918
53,36,2708
54,36,3666
36,30,1438.3
53,41,1438.3
39,36,2809
46,31,26303
56,46,15982
40,25,25060
42,29,1545
43,38,1438.3
43,37,4112
47,27,1451
49,42,16424
48,41,2340
47,34,1926
48,36,2954
36,36,1848
47,38,1634
49,36,4328
51,32,2943
54,46,2611
43,37,2419
49,38,5481
40,25,2129
40,27,9026
48,43,1761
60,36,3316
50,46,1970
46,41,1438.3
35,29,2278
65,56,13364
52,36,2801
44,36,28292
35,31,2933
45,36,21630
56,45,3132
50,43,2961
52,39,4173
37,28,2458
44,36,12229
35,21,2272
42,37,6953
48,37,1792
47,36,2765
43,29,2895
39,34,6904
39,30,2220
48,34,1495
42,37,2541
34,19,7531
47,29,8644
43,36,1531
50,32,2884
55,36,10241
50,38,4182
44,25,3101
54,36,4542
40,22,3372
40,36,3099
41,31,2416
52,48,5299
41,35,2138
47,35,1850
53,35,3585
48,32,2690
62,56,29100
59,53,2699
41,35,8376
50,39,13509
38,36,2396
50,36,18964
40,30,2114
39,36,1623
40,30,2579
41,34,5045
35,36,2089
48,43,2866
49,38,9738
55,36,4370
58,36,3355
43,38,5070
35,36,2572
40,31,2016
55,36,3552
43,36,2325
46,37,2533
48,36,3871
32,20,3983
61,36,2035
53,39,1773
42,28,2029
45,33,15490
56,48,2941
42,32,2314
40,24,4212
57,36,6248
40,35,2430
48,38,5543
42,37,2470
49,39,3255
44,31,1691
43,28,18229
48,40,2827
43,30,2351
45,36,4202
40,36,4712
53,36,2611
38,28,3206
39,36,5245
39,27,2583
59,55,1438.3
40,36,7464
54,36,4928
46,34,9863
44,39,5024
44,38,1438.3
44,36,1452
50,34,3317
39,27,1438.3
37,22,2448
49,44,1546
36,22,2013
53,42,2293
52,40,1438.3
53,36,2819
37,31,1702
52,45,1611
49,35,1438.3
39,29,2863
39,36,3272
42,36,2677
40,26,2708
41,31,1738
46,35,6145
45,36,1640
38,21,2348
53,48,1657
37,30,4554
52,47,5119
39,35,10600
49,39,20769
50,23,7116
51,45,2420
54,43,2082
44,34,2718
50,46,5626
49,40,2920
59,46,6526
37,27,1793
47,36,2798
52,32,2427
55,48,3011
41,35,2255
40,30,6479
41,37,7492
48,41,3632
38,28,1744
52,36,5905
37,24,2573
45,37,9654
41,24,1605
49,37,10195
49,36,34516
43,34,10573
47,40,1789
26,36,7595
51,45,3272
33,26,2382
52,36,1981
51,45,22294
49,43,2574
30,20,2112
65,56,5441
43,32,4391
42,28,3044
57,45,2721
62,56,4467
48,31,5033
61,50,8604
43,36,2325
60,42,2758
45,34,9705
41,31,2685
60,54,2694
40,29,1554
63,48,1438.3
42,35,1786
48,36,2648
44,33,2477
51,45,7336
42,32,34516
46,30,2479
42,36,9396
44,34,2561
43,36,4020
43,30,25856
50,38,7398
51,38,34516
52,47,4058
51,25,3042
60,36,2688
38,33,3388
43,36,4902
45,37,3241
48,34,5069
43,36,13625
46,32,8766
50,41,2800
34,21,9005
56,36,2713
53,38,1438.3
47,39,1746
49,41,2930
47,36,2178
35,23,1438.3
42,34,2021
52,47,1842
49,29,18284
41,33,34516
42,36,1696
52,40,7215
52,37,1793
52,44,5731
44,33,2417
48,37,1438.3
51,40,21800
53,41,1547
46,38,1485
44,38,2505
49,35,2631
48,36,2700
48,30,3307
38,33,29638
34,26,2066
46,26,1859
45,34,13362
33,17,2431
43,34,6034
61,55,2194
47,34,1963
41,22,1438.3
45,40,2922
50,45,6943
57,44,34516
45,33,4345
50,40,4248
51,42,1438.3
53,43,2383
55,45,1677
40,33,2392
52,40,3474
48,43,8737
44,36,3517
60,55,13397
65,55,6352
46,36,1787
62,51,18734
47,36,1438.3
50,43,3525
43,33,2067
45,36,2051
46,30,27378
38,28,1614
49,38,7862
47,36,4284
47,37,1438.3
55,49,1438.3
62,49,21805
55,36,4712
33,28,1698
41,26,2264
54,39,2720
55,40,15631
43,36,2594
52,46,15011
47,39,1548
52,46,2700
45,35,2919
50,44,10721
44,29,6125
42,29,3200
53,48,12286
51,45,21543
52,47,6355
52,41,5616
50,40,2661
38,36,2836
50,45,1438.3
51,45,2109
48,40,14951
47,36,1591
51,40,8930
36,36,4685
45,29,2555
53,43,2172
54,50,2912
53,35,3390
47,36,2193
51,36,17412
40,20,2801
43,31,11186
50,39,2434
53,43,1790
59,53,2716
49,43,2874
47,35,1438.3
56,36,18776
48,41,1438.3
55,44,19793
34,28,2472
58,50,12362
39,29,1438.3
47,37,3189
47,41,2092
37,26,2946
41,29,2430
50,36,4143
46,35,2197
53,36,9314
53,37,3719
59,49,6996
63,47,7306
41,30,2029
51,45,13199
38,29,3304
40,30,3125
51,40,1438.3
41,28,2491
58,46,1977
33,24,1806
38,22,1938
42,36,3188
44,29,2288
44,32,1780
47,42,2373
41,37,23250
47,36,34516
48,42,12882
54,39,6348
59,36,2621
33,22,1843
44,31,3228
43,35,2303
42,30,29195
41,36,2990
55,42,2873
50,36,28253
53,45,1882
33,23,1630
51,36,4546
58,46,2395
45,36,3845
56,36,2836
44,31,1506
48,38,1605
53,36,11778
55,36,2747
49,39,2501
64,52,2563
47,36,1659
56,43,3068
60,50,3426
59,49,3214
50,31,12906
59,49,8708
52,41,7904
48,37,4549
46,36,1438.3
49,36,4476
44,38,2002
40,21,11502
44,39,7924
39,28,16199
43,34,1452
37,18,2179
35,30,13590
31,20,1695
53,46,4430
49,35,2919
49,39,2796
41,31,2580
43,31,2834
44,24,2617
48,41,1522
41,32,16509
40,32,7316
44,37,7627
44,36,9465
48,36,8795
40,27,12283
34,20,2715
44,25,19897
44,36,2097
41,30,3028
34,22,1695
41,33,1438.3
37,28,1438.3
55,50,24250
49,38,5076
40,27,4438
36,36,1964
53,44,1904
46,26,2933
55,44,18202
47,36,34516
52,44,2421
44,34,2406
51,37,2621
34,26,2291
46,38,3645
37,24,3375
47,42,8856
36,24,2980
47,36,17656
57,50,2475
46,33,3942
57,36,1771
45,37,17678
50,43,20958
53,46,4117
43,39,18524
36,26,2222
56,46,3119
46,34,1611
53,44,4090
55,36,1467
52,46,2442
53,44,1816
40,27,1438.3
42,35,14958
43,25,21961
40,30,1625
49,36,3007
47,28,11629
42,32,1507
45,36,3111
60,54,1848
44,38,4142
46,36,1438.3
45,39,2202
42,36,3591
49,43,4781
58,36,3832
53,44,9025
44,28,11627
61,46,5686
49,40,2636
37,36,1438.3
43,33,4976
38,24,13951
44,40,14370
60,49,21681
59,40,2634
37,27,2204
48,36,2447
60,36,3068
48,43,1502
39,25,4181
52,48,3136
42,35,4478
60,50,7359
52,46,13090
44,35,6849
36,36,4228
49,36,5678
42,31,3964
48,37,7970
36,26,4692
45,32,1942
40,28,5821
48,43,2357
54,36,8294
32,26,3174
34,36,1438.3
46,31,1852
47,39,1809
48,38,3503
52,39,17835
45,36,3383
46,39,7128
36,22,1438.3
42,33,3815
39,27,1902
43,36,2077
48,36,2514
56,40,34516
45,38,2144
65,56,5951
54,36,4806
42,34,16612
53,47,2799
63,54,18064
49,34,2560
42,36,5821
43,36,2057
49,42,1972
44,36,2675
48,33,6223
44,37,7632
55,36,3258
46,29,34516
49,43,3054
35,30,1438.3
50,36,7970
55,36,1836
47,36,9397
60,36,1601
45,36,34516
51,43,1822
41,30,1614
54,41,1491
28,23,2543
50,36,3462
44,36,1699
46,40,13095
47,32,8823
48,42,4429
58,48,5396
65,53,2418
56,47,2086
48,41,1899
43,31,7564
41,31,13116
35,36,1438.3
48,36,3716
50,36,3069
51,33,2006
45,36,2948
47,38,1438.3
35,36,1438.3
58,46,4669
48,35,13994
57,51,8760
53,36,1688
46,27,9881
39,26,4534
57,51,3545
57,49,1857
56,51,3334
55,32,2496
41,37,1438.3
45,27,1438.3
52,46,9357
40,36,2423
45,36,1936
43,25,1783
59,36,1438.3
56,46,1438.3
44,36,10580
54,48,4597
49,44,1656
39,23,3279
49,44,2578
44,30,4068
42,36,2128
45,31,2704
38,29,1878
46,40,10600
58,36,9909
57,50,1665
50,42,1656
53,36,14111
52,42,2012
43,31,2837
40,28,1709
49,31,5714
41,32,5071
51,44,24028
31,13,13882
49,41,3585
40,34,9124
45,35,2705
56,36,1936
49,41,8051
36,36,3635
46,37,2532
54,41,2028
42,24,4304
46,39,6644
45,33,1830
37,23,7607
55,36,2060
49,40,1438.3
41,28,3126
47,27,6885
42,36,1871
31,17,2787
50,45,1867
41,32,1438.3
47,40,2473
40,30,4640
47,29,2712
46,30,8869
51,41,3853
53,43,1438.3
50,36,14409
59,36,1665
43,31,2639
59,48,2338
51,40,2774
57,46,4283
47,42,6263
35,23,2317
55,43,2239
41,32,2225
51,41,1519
48,36,5495
51,35,2141
43,29,2616
39,25,5494
52,40,2003
47,36,2092
44,36,6606
42,23,7102
51,36,13812
56,36,7075
44,40,4274
47,31,2317
